name,address,distance_mi,lat,lon,osm_id,ring
Fire Station Number 1,No address tags,18.686940566870657,34.0922321,-117.6889443,368167741,0-25 miles
Fire Station Number 1,No address tags,19.732916459263826,34.065011,-117.646443,368167854,0-25 miles
Fullerton Fire Station 1,No address tags,4.5013152736188236,33.870088,-117.9191711,368167969,0-25 miles
Fullerton Fire Station 2,No address tags,4.432788761303822,33.8662843,-117.9590382,368167970,0-25 miles
Brea Fire Station 1,Brea,2.4697383992037207,33.9271243,-117.9070601,368167985,0-25 miles
Anaheim Fire Station 1,No address tags,7.041483635243969,33.8342653,-117.9079127,368168010,0-25 miles
Glendale Fire Station 25,"353 N Chevy Chase Drive, Glendale, 91206",22.45353801824494,34.1513118,-118.2371745,368168034,0-25 miles
Newport Beach Fire Station 1,"110 East Balboa Boulevard, Newport Beach, 92661",22.65718056268777,33.6041366,-117.9059145,368168170,0-25 miles
Newport Beach Fire Station 5,No address tags,23.536671442545767,33.5959762,-117.8695939,368168174,0-25 miles
Los Angeles County Fire Department Station #191,No address tags,0.3486459095421603,33.9316506,-117.955747,368168186,0-25 miles
Los Angeles County Fire Department Station #192,No address tags,1.0176803819811953,33.9269991,-117.932621,368168188,0-25 miles
Orange Fire Station 4,No address tags,12.8015545051649,33.7861111,-117.8094444,368168208,0-25 miles
OCFA Station 13,No address tags,7.462195841417754,33.8493038,-118.036469,368168219,0-25 miles
Los Angeles County Fire Department Station #103,No address tags,9.772256371175743,33.982789,-118.1081906,368168299,0-25 miles
Los Angeles County Fire Department Station #102,No address tags,17.931238010571086,34.1211044,-117.738145,368168302,0-25 miles
Los Angeles County Fire Department Station #105,No address tags,16.038269825225527,33.8597988,-118.216549,368168305,0-25 miles
Los Angeles County Fire Department Station #95,No address tags,18.955579793694124,33.8931505,-118.27758,368168307,0-25 miles
Los Angeles County Fire Department Station #98,No address tags,10.245112001357489,33.8998787,-118.124951,368168311,0-25 miles
Los Angeles County Fire Department Station #141,No address tags,12.14275298238147,34.0745838,-117.8294903,368168312,0-25 miles
Los Angeles County Fire Department Station #127,No address tags,18.075509505924106,33.8246242,-118.238408,368168313,0-25 miles
Los Angeles County Fire Department Station #145,No address tags,5.3669650699294,33.989319,-117.889539,368168315,0-25 miles
Los Angeles County Fire Department Station #116,No address tags,18.402004232698637,33.8674625,-118.261902,368168316,0-25 miles
Los Angeles County Fire Department Station #118,No address tags,4.9248171998656405,34.0002554,-117.935502,368168319,0-25 miles
Los Angeles County Fire Department Station #154,No address tags,11.583883137925383,34.0896589,-117.888289,368168320,0-25 miles
Los Angeles County Fire Department Station #159,No address tags,20.962891018034544,33.908939,-118.314734,368168322,0-25 miles
Los Angeles County Fire Department Station #160,No address tags,24.33051960198368,33.9021182,-118.373002,368168324,0-25 miles
Los Angeles County Fire Department Station #148,No address tags,13.79136140160071,33.9221695,-118.19037,368168325,0-25 miles
Los Angeles County Fire Department Station #151,No address tags,15.110202118823148,34.1377991,-117.8677587,368168326,0-25 miles
Los Angeles County Fire Department Station #152,No address tags,11.74929666732939,34.0960693,-117.905884,368168327,0-25 miles
Los Angeles County Fire Department Station #153,No address tags,12.636950630432324,34.0960871,-117.857605,368168328,0-25 miles
Los Angeles County Fire Department Station #164,No address tags,15.159272056858914,33.9762899,-118.208545,368168329,0-25 miles
Los Angeles County Fire Department Station #166,"3615 Santa Anita Avenue, El Monte, 91731",11.319611658144849,34.0750926,-118.041771,368168330,0-25 miles
Los Angeles County Fire Department Station #168,No address tags,10.090922804046036,34.0645811,-118.018417,368168332,0-25 miles
Los Angeles County Fire Department Station #163,No address tags,14.095575399411816,33.979445,-118.188611,368168335,0-25 miles
Los Angeles County Fire Department Station #164,No address tags,16.494147107673953,33.9833175,-118.2305316,368168336,0-25 miles
Los Angeles County Fire Department Station #183,No address tags,15.413418203395787,34.0655965,-117.736339,368168337,0-25 miles
Los Angeles County Fire Department Station #182,No address tags,14.473918136929088,34.0676745,-117.759557,368168338,0-25 miles
Los Angeles County Fire Department (Out of Service),No address tags,14.127129100420873,34.0541082,-117.7540238,368168339,0-25 miles
Los Angeles County Fire Department Station #172,No address tags,23.33455169004587,33.9761426,-118.353323,368168341,0-25 miles
Los Angeles County Fire Department Station,No address tags,23.441363659436668,33.9647364,-118.356828,368168342,0-25 miles
Los Angeles County Fire Department Station #169,"5112 Peck Road, El Monte, 91732",11.977482459912075,34.0955734,-118.0119364,368168344,0-25 miles
Los Angeles County Fire Department Station #187,No address tags,11.423141429472793,34.0462916,-117.808273,368168349,0-25 miles
Los Angeles County Fire Department Station #186,No address tags,16.397288689982084,34.0958866,-117.745261,368168350,0-25 miles
Los Angeles County Fire Department Station #185,No address tags,14.241439964100836,34.0374887,-117.737903,368168351,0-25 miles
Los Angeles County Fire Department Station #184,No address tags,13.187473084331922,34.0629968,-117.784881,368168352,0-25 miles
Downey Fire Station 2,No address tags,9.980369648316731,33.9166667,-118.1233333,368168354,0-25 miles
Compton Fire Station 3,No address tags,17.044260494212885,33.9036111,-118.2455556,368168360,0-25 miles
Fire Station #2,No address tags,16.84364393161438,33.7696834,-118.1711292,368168366,0-25 miles
Downey Fire Station 3,No address tags,10.369509145072708,33.9553257,-118.1283105,368168367,0-25 miles
Los Angeles County Fire Department Headquarters,No address tags,15.242416855993614,34.0516667,-118.171944,368168384,0-25 miles
Los Angeles County Fire Department Station #3,No address tags,14.334241497448152,34.0229993,-118.173628,368168405,0-25 miles
Los Angeles County Fire Department Station #5,No address tags,15.42809224407265,34.1284054,-118.073609,368168407,0-25 miles
Los Angeles County Fire Department Station #4,No address tags,12.065558854831709,34.0603037,-118.090219,368168408,0-25 miles
Los Angeles County Fire Department Station #16,No address tags,17.22857357532466,33.9662446,-118.247394,368168413,0-25 miles
Los Angeles County Fire Department Station #18,No address tags,23.259120324510086,33.9379394,-118.355621,368168414,0-25 miles
Los Angeles County Fire Department Station #19,No address tags,24.63095805325749,34.211278,-118.21439,368168415,0-25 miles
Los Angeles County Fire Department Station #21,No address tags,23.106764991733886,33.8979864,-118.351131,368168416,0-25 miles
Los Angeles County Fire Department Station #25,No address tags,9.049730635237447,33.9698349,-118.100414,368168419,0-25 miles
Los Angeles County Fire Department Station #29,"14334 Los Angeles Street, 91706",11.220900796025779,34.0921034,-117.961841,368168421,0-25 miles
Los Angeles County Fire Department Station #32,No address tags,14.128586686201634,34.1318284,-117.9103689,368168424,0-25 miles
Los Angeles County Fire Department Station #38,No address tags,22.910016153682044,33.9932982,-118.342422,368168439,0-25 miles
Los Angeles County Fire Department Station #36,No address tags,20.125652590400488,33.8246776,-118.277102,368168462,0-25 miles
Los Angeles County Fire Department Station #34,No address tags,9.51516960635281,33.836982,-118.072325,368168488,0-25 miles
Los Angeles County Fire Department Station #43,No address tags,5.56014667668691,34.0103324,-117.955715,368168489,0-25 miles
Los Angeles County Fire Department Station #40,No address tags,8.8616452748434,34.0014492,-118.078422,368168491,0-25 miles
Los Angeles County Fire Department Station #42,No address tags,12.407341540794617,34.0813431,-118.066589,368168492,0-25 miles
Los Angeles County Fire Department Station #44,No address tags,14.591274746129143,34.1407134,-117.9669267,368168496,0-25 miles
Los Angeles County Fire Department Station #58,No address tags,24.01406417204124,33.9878934,-118.363172,368168503,0-25 miles
Los Angeles County Fire Department Station #62,No address tags,19.890199782945572,34.1363179,-117.7077502,368168506,0-25 miles
Los Angeles County Fire Department Station #60,No address tags,14.974459931777512,33.8061241,-118.164174,368168510,0-25 miles
Los Angeles County Fire Department Station #61,No address tags,7.918413060933098,34.0207773,-117.865646,368168511,0-25 miles
Los Angeles County Fire Department Station #82,No address tags,22.90595983297686,34.1975,-118.186388,368168512,0-25 miles
Los Angeles County Fire Department Station #66,"2764 E. Eaton Canyon Drive, 91107",18.7888910702298,34.174449,-118.093784,368168519,0-25 miles
Los Angeles County Fire Department Station #90,No address tags,10.177951193666079,34.0521183,-118.049355,368168522,0-25 miles
Los Angeles County Fire Department Station #85,No address tags,13.893020128010042,34.1136111,-117.8511111,368168527,0-25 miles
Los Angeles County Fire Department Station #86,No address tags,15.583338266860677,34.1282186,-117.820172,368168530,0-25 miles
Long Beach Fire Station 21,No address tags,15.547236067036211,33.7507149,-118.1137068,368168698,0-25 miles
Long Beach Fire Station 24,No address tags,19.670915628379895,33.7563889,-118.2216667,368168704,0-25 miles
Long Beach Fire Station 13,No address tags,17.567234987442397,33.8022222,-118.2147222,368168707,0-25 miles
Long Beach Fire Station Number 10,1417 North Peterson Avenue,16.272758269488296,33.7848672,-118.1733598,368168708,0-25 miles
Cressey Park Fire Station,No address tags,17.02765018438008,33.9037389,-118.245281,368168878,0-25 miles
San Gabriel Fire Department Station 52,"115 North Del Mar Avenue, San Gabriel, 91775",14.749549888994375,34.1035159,-118.1000179,370376755,0-25 miles
La Verne fire station no. 2,No address tags,16.722461998030035,34.1251781,-117.7773181,487073897,0-25 miles
Monrovia Fire Department,No address tags,15.273293124863399,34.1471949,-117.9996062,539322207,0-25 miles
Silverado Fire Station,"27172 Silverado Canyon Road, Silverado, 92676",21.07837901299376,33.743262,-117.6595727,749471811,0-25 miles
Arcadia Fire Department Station 106,"630 South Baldwin Avenue, Arcadia, 91007",15.20751449331479,34.1325201,-118.0540044,938901434,0-25 miles
Unnamed Fire Station,No address tags,14.95374158760367,33.7228768,-118.0255605,1059584969,0-25 miles
Los Angeles Country Train Grounds,No address tags,3.7350123479833703,33.9460187,-117.8877696,1234340666,0-25 miles
Sierra Madre Fire Department,No address tags,17.16431207557909,34.161593,-118.0584632,1666861741,0-25 miles
Riverside County Fire Department Station #13,No address tags,24.665078095138806,33.8744971,-117.525131,1692636834,0-25 miles
Riverside County Fire Department Station #47,No address tags,23.650835587586965,33.9387263,-117.5375652,1695337490,0-25 miles
Corona Fire Department Station #2,No address tags,22.402773256437303,33.8843129,-117.5632251,1802525856,0-25 miles
Corona Fire Department Station #3,No address tags,20.821095709623144,33.8760471,-117.5927938,1802528766,0-25 miles
Corona Fire Department Station #4,No address tags,24.277227232678484,33.8978856,-117.5283779,1802530736,0-25 miles
Corona Fire Department Station #6,No address tags,22.59610304590695,33.8343138,-117.5733102,1802536747,0-25 miles
Los Angeles County Fire Department Station #1,No address tags,15.115304711388186,34.0498098,-118.170759,1839364255,0-25 miles
Los Angeles County Fire Department Station #15,No address tags,2.487435543109139,33.929665,-117.993387,1839560564,0-25 miles
Los Angeles County Fire Department Station #47,"5946 North Kauffman Avenue, Temple City, 91780",13.799486913591855,34.1084861,-118.05812,1840470712,0-25 miles
Los Angeles County Fire Department Station #87,No address tags,8.398832002524873,34.0461317,-117.993307,1842416411,0-25 miles
Los Angeles County Fire Department Station #91,No address tags,5.098540427296468,33.9965492,-117.988438,1842425948,0-25 miles
Los Angeles County Fire Department Station #96,No address tags,5.1824274524763965,33.9370879,-118.0399976,1842445071,0-25 miles
Los Angeles County Fire Department Station #119,No address tags,6.293814100745477,33.9763491,-117.855464,1843278003,0-25 miles
Los Angeles County Fire Department Station #146,No address tags,9.706536900215228,34.0450629,-117.852796,1843387758,0-25 miles
Los Angeles County Fire Department Station #193,No address tags,1.6181109688622317,33.9073971,-117.957385,1846197100,0-25 miles
Monterey Park Fire Station,No address tags,13.531249255348431,34.0595465,-118.1271441,2681628008,0-25 miles
Unnamed Fire Station,No address tags,19.82886926306897,34.0674895,-118.2538483,3326547102,0-25 miles
Riverside County Fire Department Station #31,"14491 Chandler Street, Eastvale, 92880",20.106025393174917,33.9465542,-117.5998193,4748552487,0-25 miles
Unnamed Fire Station,No address tags,14.33389703665433,33.7268505,-118.000613,7159451169,0-25 miles
Pasadena Fire Department Station 38,"1150 Linda Vista Avenue, Pasadena, 91103",20.862865304160024,34.1667887,-118.1761273,7185685983,0-25 miles
Pasadena Fire Department Station 36,"1140 North Fair Oaks Avenue, Pasadena, 91103",19.903517546835747,34.1654229,-118.1503484,7185705823,0-25 miles
Orange County Fire Authority Station #41,No address tags,4.226173193813169,33.8734062,-117.977955,7644847189,0-25 miles
Peninsula Fire Station 2,No address tags,21.934259951341794,33.6130062,-117.9294237,10285001451,0-25 miles
Unnamed Fire Station,No address tags,16.8374761225994,33.6924225,-118.0152731,11482240054,0-25 miles
South Pasadena Fire Department,No address tags,17.310032037538857,34.1163857,-118.1519838,12616678259,0-25 miles
Huntington Beach Fire Department - Bushard Station 3,No address tags,17.532265149096045,33.6764823,-117.9629158,12695379055,0-25 miles
San Marino Fire Department,"2200 Huntington Drive, San Marino, 91108",15.95486684925457,34.1214909,-118.1057056,12919991075,0-25 miles
