name,address,distance_mi,lat,lon,osm_id,ring
Vista Fire Dept.,No address tags,64.72323586187167,33.2063723,-117.2360785,968108242,50-75 miles
Unnamed Fire Station,No address tags,51.391248765470614,33.3283748,-117.4247496,971128482,50-75 miles
Unnamed Fire Station,No address tags,55.5316538959582,33.3056625,-117.3422268,971128783,50-75 miles
Unnamed Fire Station,No address tags,54.805880604770444,33.3297067,-117.3272896,971128784,50-75 miles
Vista Fire Dept.,No address tags,63.845948499047125,33.2294148,-117.2267701,978164500,50-75 miles
Vista Fire Dept.,No address tags,64.51684198594107,33.1973895,-117.2552025,983021358,50-75 miles
Fire Station #3,1808 North Nutmeg Street,72.59388433725165,33.1493919,-117.1062877,1102385440,50-75 miles
VCFD Station 46,No address tags,50.20828181034212,34.2945103,-118.7092735,1239459588,50-75 miles
North County Fire Station #3,No address tags,58.46022251879626,33.3166006,-117.2501334,1250226492,50-75 miles
City of Calimesa Fire Department,No address tags,51.32681169868445,34.0035144,-117.0587006,1693910108,50-75 miles
Riverside County Fire Department Station #22,No address tags,56.02150885551584,33.9754173,-116.974073,1693916021,50-75 miles
Riverside County Fire Department Station #23,No address tags,70.55191229641224,33.7611472,-116.7374807,1693941244,50-75 miles
Riverside County Fire Department Station #24,No address tags,66.97812832714625,33.9085369,-116.7821109,1694310878,50-75 miles
Riverside County Fire Department Station #26,No address tags,59.794889692163345,33.7448159,-116.9322418,1694333494,50-75 miles
Riverside County Fire Department Station #63,No address tags,62.72948306323472,33.8436296,-116.861303,1699105323,50-75 miles
Riverside County Fire Department Station #72,No address tags,61.76028524929281,33.7589581,-116.8936608,1699145755,50-75 miles
Riverside County Fire Department Station #73,No address tags,53.326857090047895,33.5156133,-117.1671447,1699148198,50-75 miles
Riverside County Fire Department Station #77,No address tags,72.7453443975867,33.509824,-116.7893576,1699178832,50-75 miles
Murrieta Fire Department Station #3,No address tags,51.83385351385307,33.5555822,-117.16822,1802473354,50-75 miles
Los Angeles County Fire Department Station #33,No address tags,54.27133008181673,34.6994173,-118.141282,1840386343,50-75 miles
Los Angeles County Fire Department Station #77,No address tags,74.97473431650131,34.7594072,-118.797438,1842389310,50-75 miles
Los Angeles County Fire Department Station #112,No address tags,60.140594322194154,34.7544116,-118.2881875,1843263596,50-75 miles
Los Angeles County Fire Department Station #129,"42110 6th Street West, Lancaster, 93534",50.795316865937004,34.6480669,-118.140772,1843344524,50-75 miles
Los Angeles County Fire Department Station #134,No address tags,52.60272126741501,34.6682724,-118.175046,1843369758,50-75 miles
Los Angeles County Fire Department Station #140,No address tags,51.19628771158015,34.6173504,-118.2848815,1843380832,50-75 miles
Los Angeles County Fire Department Station #156,No address tags,50.51125282210712,34.4538173,-118.5665142,1843396757,50-75 miles
Hemet Fire Department Headquarters,No address tags,57.79628564032129,33.7479125,-116.9670653,1846219996,50-75 miles
Hemet Fire Department Station #1,No address tags,57.70089923862453,33.75033,-116.9681087,1846222410,50-75 miles
CAL FIRE Ryan Air Attack Base,No address tags,54.9990558165687,33.7300673,-117.0224752,1978700966,50-75 miles
Fawnskin Station 96,"39188 Rim of the World Drive, Fawnskin, 92333",61.99668618327558,34.2698412,-116.947129,2267847658,50-75 miles
Pala Fire Station,"34884 Lilac Extension Road, Pala, 92059",63.68921177123659,33.3633743,-117.076622,2616785107,50-75 miles
Unnamed Fire Station,No address tags,67.01194220338891,34.2118998,-119.0703064,3129036013,50-75 miles
San Marcos Fire Station #3,No address tags,71.72867451168402,33.1442083,-117.1360763,3378423063,50-75 miles
Station Five,"5906 Olive Hill Road, Bonsall, 92003",60.71732150808198,33.2896839,-117.227334,3815256462,50-75 miles
VCFD Station 47,No address tags,52.68385645069747,34.2886826,-118.7626721,3828332459,50-75 miles
VCFD Station 45,No address tags,53.10908714504292,34.2694798,-118.7828151,3828332460,50-75 miles
VCFD Station 44,No address tags,54.59076123806005,34.2504966,-118.8220268,3828332461,50-75 miles
VCFD Station 42,No address tags,58.50421308350606,34.2856853,-118.8780486,3828449439,50-75 miles
Apple Valley Fire Station 5,No address tags,56.241142829343396,34.4428899,-117.1859032,9576576986,50-75 miles
Ventura County Fire Station 28,No address tags,58.7953934218173,34.4133853,-118.7964624,9670948896,50-75 miles
Cal Fire Ventura Fire Camp,No address tags,69.74561597767625,34.2451305,-119.1079423,9670963472,50-75 miles
